5851,1697454209,11406940,848941023
4789,1697455047,849150885,0
21750,1697455114,11473063,11376584
4721,1697455293,10670538,0
7641,1697455612,849106531,568199
15098,1697455915,848975395,3427672
10684,1697456140,11438689,0
30588,1697456157,849176362,0
6983,1697456164,849166244,0
11610,1697456284,11406891,0
23120,1697456409,849104756,0
3178,1697456721,849180785,0
12778,1697457128,10024207,0
8411,1697457179,849180099,0
27564,1697457183,10155570,0
23125,1697457316,11510891,11510891
11153,1697457352,11601386,0
28746,1697457701,11408801,0
14108,1697457997,10024207,0
11007,1697458501,2734850,0
14293,1697458738,11562030,11393905
8248,1697458759,849176368,10021847
18417,1697459150,849178893,0
8253,1697459173,11482116,848920000
7784,1697459191,8460302,849151296
8367,1697459466,849180785,849180549
7976,1697459829,849169963,11460459
7976,1697459829,849169963,849169963
3455,1697460078,849169027,0
10243,1697460388,849052684,0
23455,1697460558,10594814,11603305
15930,1697460638,849099290,0
29603,1697460675,849159127,0
2560,1697460803,849009998,849165453
21209,1697460886,849147354,848942494
2513,1697460923,849174358,10331147
20147,1697460966,849178495,0
27983,1697460990,11579874,0
7781,1697461096,10125449,11346604
22052,1697461183,849147354,0
24797,1697461355,849184434,0
26546,1697461391,11270933,0
5155,1697461521,11360191,11382016
28256,1697461581,849184468,0
896,1697462451,11563864,0
17658,1697462921,849152483,0
1591,1697463016,849169027,0
15826,1697463124,849180494,0
29336,1697463448,11417600,0
4474,1697464148,11540308,9669004
22186,1697464413,10348034,849036601
21181,1697464671,10155570,0
3675,1697464951,849180415,849180173
5867,1697464973,849169139,11431638
874,1697465024,849171060,0
874,1697465024,849171060,849171060
8293,1697465153,11429089,0
25695,1697465215,11270933,0
18768,1697465447,849096250,0
6515,1697465500,11479835,11554206
4954,1697465651,849159112,0
10138,1697465975,11496817,0
7915,1697466009,4088576,0
24729,1697466099,11556939,0
20962,1697466171,11330785,199197
2717,1697466183,9904421,0
27966,1697466410,849179155,0
511,1697466564,9669004,0
12363,1697466644,11538223,0
6589,1697466768,849123564,0
11955,1697466886,11397778,0
8340,1697467020,849119768,11460459
2807,1697467122,849048497,0
28044,1697467523,849160162,9906924
13179,1697467641,849092634,0
10816,1697467759,849181314,9536503
10816,1697467768,849181314,849181314
3728,1697467896,849092505,0
2059,1697468042,849054711,0
2059,1697468042,849054711,849054711
475,1697468820,9852345,8872898
23892,1697468970,849184766,0
9034,1697469316,11424186,0
5052,1697469317,849180785,849180549
1718,1697469413,3726974,0
511,1697469453,11540308,9669004
4703,1697469561,354287,0
22581,1697469600,849183158,849170718
13767,1697469978,849140869,0
3227,1697470096,849177031,0
7496,1697470316,849116807,0
4374,1697470317,849092505,0
13954,1697470489,11177155,0
1015,1697470580,11569032,0
16488,1697470656,849042595,0
28819,1697470860,11417600,0
19315,1697471335,11215489,0
27087,1697471355,849184413,0
1134,1697471395,849052101,0
17377,1697471928,11438689,0
15632,1697472195,9986589,0
6069,1697472473,11429089,0
10452,1697472780,9302245,0
16917,1697473008,849182186,0
16989,1697473053,11517833,0
22812,1697473152,848929646,11371577
30660,1697473158,113079,0
30660,1697473158,113079,113079
28206,1697473955,11417600,0
27421,1697474146,849150368,10271036
3269,1697474436,849172680,849178384
8968,1697474437,199197,0
11878,1697474484,11406891,0
5334,1697474565,11291667,0
13263,1697474645,849179281,0
3169,1697474786,11475375,0
696,1697475000,11575851,4887045
9298,1697475241,849067428,849141655
12020,1697475474,9118195,848912289
1055,1697475502,11075168,0
24309,1697475510,849145523,0
20687,1697475700,11477928,0
12881,1697475732,849159127,0
1515,1697475734,848982369,0
4012,1697475845,7613703,0
22960,1697475849,849135566,10569824
15667,1697475961,11389846,11227687
9797,1697476033,11407866,0
7591,1697476050,849052101,0
25845,1697476142,848915580,10271036
18278,1697476167,11510891,849104266
21007,1697476173,849182974,0
5003,1697476193,10504171,849031168
17444,1697476240,849076998,0
20999,1697476623,849182889,0
9318,1697476803,849167474,849167474
19212,1697476917,849182458,0
2846,1697477301,11379158,0
4980,1697477309,848992121,0
17359,1697477661,849058126,0
3614,1697477768,849015204,0
8462,1697477812,11379158,0
3721,1697477836,849000516,11512907
1763,1697477924,10224809,0
6303,1697477936,849015204,0
18735,1697477956,848900318,849177178
32510,1697478070,849178070,0
16473,1697478085,849098422,0
21732,1697478160,10155570,0
4126,1697478185,849092505,0
17281,1697478615,7749508,0
2219,1697478670,849180543,0
6244,1697478683,10461278,0
6272,1697479306,849015204,0
5259,1697479364,10504171,11381460
16651,1697479433,8525593,0
34174,1697479475,199197,0
10631,1697479854,849181026,0
6800,1697479862,861692,0
29512,1697479865,10155570,0
10631,1697479902,849181026,849181026
6385,1697479999,11429089,0
177,1697480118,849092505,0
7280,1697480131,8700661,11367226
1006,1697480280,11379158,0
4754,1697480337,11381460,0
2632,1697480525,849173597,11416294
8343,1697480771,11379158,0
29657,1697480913,113079,0
3276,1697481007,7814685,11479195
18574,1697481023,849096250,0
24007,1697481212,849123520,0
7864,1697481260,11482116,849149573
23262,1697481301,11434854,849178070
17854,1697481317,11438689,0
2894,1697481322,11379158,0
3221,1697481454,4632707,849140041
25281,1697481840,848882619,9101732
1643,1697481889,11382908,0
9974,1697482014,10852759,11092647
21550,1697482045,9087029,0
18403,1697482089,849180599,0
5111,1697482538,849135577,11587518
21924,1697482772,11064814,0
3625,1697482800,8748766,848999293
18875,1697482819,11399441,0
909,1697482980,848995627,849180239
929,1697482980,848995627,849180239
733,1697482980,849047975,849180239
6293,1697483302,849180471,9088320
17753,1697483340,849182467,0
1155,1697483446,849169027,0
30800,1697483449,11270933,0
3802,1697483472,849169027,0
29230,1697483560,849073136,11481682
19614,1697484137,849181871,849063993
25349,1697484189,849184057,0
507,1697484229,849064353,0
7846,1697484275,849173680,535805
6833,1697484329,199197,0
20790,1697484398,970457,0
23384,1697484407,9872471,0
7560,1697484503,849166244,0
21961,1697484728,11569466,849183434
