26920,1697626909,849122000,849183013
15368,1697627072,11140984,849182114
15368,1697627072,11140984,11140984
22413,1697627094,10594814,11436575
25416,1697627187,8460302,0
36810,1697627236,2954602,0
36810,1697627236,2954602,2954602
4220,1697627414,11075168,0
4025,1697627487,849076422,0
264,1697627517,849171060,0
7694,1697627874,849176368,849177019
4737,1697627983,11381460,0
14513,1697628017,849181423,0
865,1697628052,8700661,0
16578,1697628117,11140984,849182114
551,1697628220,9852345,849179355
23939,1697628402,9759114,0
10309,1697628410,849181203,0
5019,1697628460,849076422,0
24794,1697628486,849010156,0
1100,1697628508,849076422,0
26840,1697628590,11466217,0
19025,1697628699,11463665,0
12447,1697629120,849178278,0
30788,1697629324,11270933,0
1022,1697629396,849168242,0
33742,1697629430,199197,0
30110,1697629604,849076422,0
23219,1697629777,9087029,0
13765,1697629916,10146762,0
11966,1697630012,849177651,849181314
14870,1697630124,849092634,0
21458,1697630361,11482116,0
25927,1697631157,11523675,0
21419,1697631225,849180281,849169097
10717,1697631435,10251480,848902839
23280,1697632161,849183158,0
23745,1697632557,849183716,11105545
5773,1697632677,11531351,0
11385,1697632681,7707293,11280954
20829,1697632688,9087029,0
2343,1697632690,11549510,0
13568,1697632691,849181363,0
18643,1697632740,11176352,849173110
20280,1697632811,849182117,0
145,1697632856,3513173,4547124
16122,1697633278,849087929,848905519
6090,1697633557,849151164,2779219
298,1697634038,8744401,0
3197,1697634167,849171689,848904075
21078,1697634593,11457459,0
21078,1697634593,11457459,11457459
10834,1697634622,11571010,11454097
10834,1697634623,11454097,11571010
1084,1697634811,8892774,0
13705,1697635177,11601386,849150092
13695,1697635276,9680529,0
32221,1697635288,11490965,11382967
13442,1697635467,849180910,849181532
22193,1697635525,11457459,0
23041,1697635547,9446498,849183692
26914,1697635581,9872471,11487167
5077,1697635650,849015204,0
5077,1697635650,849015204,849015204
24145,1697636456,849184514,0
24741,1697636690,848929646,0
30959,1697636711,2954602,0
6685,1697636742,848975298,849167478
1242,1697637447,8892774,0
15015,1697637660,9285448,11489188
14177,1697637661,9285448,11489188
12457,1697637662,9285448,11489188
30353,1697637695,849025820,11589440
18435,1697637775,11562030,849127012
14587,1697638077,11601386,0
24722,1697638211,11473063,11586282
24856,1697638255,10834476,11586282
11115,1697638285,11531351,0
6351,1697638338,849015204,0
25141,1697638389,849184555,0
17720,1697638465,11593260,849182455
9762,1697638601,10251480,848902839
5077,1697638617,9906283,849015204
5077,1697638617,9906283,9906283
11582,1697638781,849173901,0
9681,1697638939,849083358,0
12862,1697639468,848901900,0
13573,1697639840,11601386,0
1746,1697639996,8246770,0
13553,1697640001,11601386,0
14535,1697640064,849181871,0
6815,1697640376,4490003,849167478
13071,1697640427,11549510,849170519
13553,1697640518,11503542,11601386
4054,1697640601,849048497,11540308
4629,1697640701,848995627,849100610
16591,1697640882,849173562,11449530
3483,1697640933,8700661,0
23096,1697640948,11580251,0
13466,1697641067,9464374,0
3079,1697641319,849180419,9906283
2170,1697641320,10422456,2101409
4367,1697641320,8572750,2101409
3079,1697641320,849180419,849180419
4367,1697641320,8572750,8572750
2408,1697641320,8572750,2101409
1295,1697641320,8572750,2101409
4775,1697641320,849180419,9906283
5076,1697641320,849180419,9906283
5076,1697641320,849180419,849180419
2572,1697641325,8572750,2101409
3238,1697641333,10422456,2101409
2503,1697641429,10422456,2101409
28202,1697641540,849150096,11408801
28202,1697641540,849150096,849150096
28202,1697641540,849150096,849150096
4850,1697641559,849076422,0
28768,1697641592,11540870,849185218
35699,1697641603,11468481,0
7846,1697641799,11457531,849173680
28805,1697641850,11259563,2020702
496,1697642106,849085997,0
34647,1697642455,849142460,0
16163,1697642462,849159127,0
3785,1697642473,8572750,2101409
11697,1697642537,11444691,11347671
23404,1697642624,11313797,0
23351,1697642742,849138161,0
2597,1697642836,849076422,0
7657,1697643619,11525172,0
21180,1697643736,849152483,849104266
8621,1697643753,11391365,0
5500,1697643978,11360191,11382016
6571,1697644300,849180785,0
9383,1697644314,1822842,0
8068,1697644429,9793371,9330037
10625,1697644507,11360191,849166820
10825,1697644667,11496817,0
211,1697644807,849085997,0
2971,1697644885,7600921,849169455
12229,1697645049,9680529,0
23401,1697645147,849062294,0
6088,1697645149,8614914,0
10625,1697645637,11360191,11360191
5687,1697645642,848995627,0
28202,1697645785,849185608,849150096
2058,1697645834,10295407,0
526,1697646261,848997227,0
13352,1697646992,11298335,0
23335,1697647233,849183706,849015204
23335,1697647233,849183706,849183706
6475,1697647267,4490003,849167478
5049,1697647364,848995627,0
14479,1697647404,849182132,849180256
13418,1697647614,11601386,0
24182,1697648071,849178893,0
35178,1697648499,11461669,0
24830,1697648539,11482319,11482411
3049,1697648548,848992121,11540300
5416,1697648615,849162884,849116556
26934,1697648841,849176362,0
25109,1697648850,11470074,0
11120,1697649232,2734850,0
3598,1697649306,8892774,0
13627,1697649641,11601386,0
11984,1697650028,849040902,0
2940,1697650097,9432930,0
22837,1697650127,7694915,7902560
23967,1697650311,11381105,849183958
2414,1697650479,849036700,9669004
13442,1697650560,849159127,849180910
32542,1697650571,113079,0
12267,1697650572,11332001,0
8473,1697650612,849176125,0
20540,1697650612,849174995,0
4810,1697650615,849171689,848904075
4810,1697650615,849171689,849171689
8473,1697650623,849176125,849176125
35633,1697650679,2954602,0
1520,1697650746,848992121,849009859
5917,1697650761,849180373,0
30125,1697651086,11528629,0
527,1697651195,3610753,849164695
36066,1697651618,849076422,0
17158,1697651648,11283940,849058126
27100,1697651777,849184518,849047399
2885,1697651825,9560937,11468232
1238,1697652286,849082686,0
5657,1697652346,848992121,0
19401,1697652421,849181786,0
8415,1697652756,849171511,848911256
33136,1697652785,849181794,0
2430,1697652897,10295407,0
1010,1697652903,11379158,0
8751,1697653193,849176125,0
26786,1697653796,848970822,0
10930,1697654010,849063453,0
33373,1697654290,11566939,0
32003,1697654580,11490965,849184681
754,1697654589,848995627,0
3598,1697654647,8892774,8892774
18647,1697654740,849182482,0
3171,1697655069,11379158,0
3504,1697655148,11379158,0
9976,1697655396,11407866,0
14707,1697655463,849144537,0
6579,1697655912,848987451,849176523
26038,1697655932,849177031,849179645
6611,1697656031,849180415,8497178
14606,1697656302,11601386,0
6474,1697656310,848987451,849176523
6474,1697656310,848987451,848987451
8081,1697656323,1704209,0
9916,1697656415,1001388,0
13329,1697656458,11601386,0
6193,1697656498,11073800,849180519
3512,1697656597,11291667,0
28116,1697656604,11565001,0
13723,1697656741,849181198,0
21227,1697657141,11457459,0
13757,1697657190,849119768,3425530
5380,1697657315,8700661,0
9453,1697657332,11331408,0
5910,1697657343,11232855,0
12654,1697657517,9285448,11489188
17684,1697657773,7749508,0
24686,1697657817,849163704,8254566
8768,1697657827,849176125,0
25159,1697658043,849132482,11349190
17108,1697658123,849173562,11449530
