2362,1696417285,849173441,11379158
2362,1696417287,849173441,849173441
2362,1696417324,11379158,849173441
6933,1696417622,11482082,0
2965,1696418105,11226138,0
2640,1696418302,11474353,0
12714,1696419131,9137844,0
27110,1696419885,2954602,0
20867,1696420233,849098422,0
3089,1696420841,306834,0
11931,1696421017,11568125,0
13717,1696421895,849081054,0
12352,1696422396,849025604,849181296
10970,1696422643,849052684,0
1800,1696422735,4073873,0
15682,1696424278,11444691,9905888
14529,1696424621,9087029,0
20736,1696424858,1177141,0
14607,1696425007,849181423,849181777
8076,1696425126,11386715,0
330,1696425152,849179610,11529391
27438,1696425574,2954602,0
12766,1696425659,11270933,0
15700,1696425674,7907731,0
1800,1696425699,9270667,4073873
6146,1696426038,11406940,0
12122,1696426095,848977858,0
14436,1696426194,11347671,849169741
21622,1696426619,11580251,0
11269,1696426997,849170374,10188822
11269,1696426997,849170374,849170374
5715,1696427251,8748766,9816586
5711,1696427610,849173393,849132027
2761,1696428005,8616160,0
522,1696428423,848930837,849152844
1836,1696428442,849057782,0
12907,1696428461,11406891,9323470
10757,1696428758,11601386,0
16726,1696428859,849178893,0
4878,1696428922,10670538,11571433
14686,1696429011,10006645,0
1916,1696429407,11468232,0
5564,1696429628,4904468,0
11131,1696429838,849181203,0
5584,1696429901,849175325,0
23094,1696430068,849163704,9363759
13198,1696430479,849178278,0
15413,1696430760,849173562,2747774
1968,1696430832,849047975,0
11433,1696431161,849181314,0
16560,1696432025,11267354,9798909
15747,1696432051,848905519,0
19567,1696432515,849008246,849154465
4007,1696433046,848907004,0
12688,1696433126,9343197,0
4806,1696433333,11381205,849180438
7628,1696434377,10893061,0
10,1696434407,849176519,0
1689,1696434407,11377979,849170404
14613,1696434438,849177916,0
10,1696434524,849163563,849176519
15687,1696434953,11441747,849182021
1574,1696435140,849171486,0
14029,1696435584,11457459,11504509
15738,1696435595,11444691,9905888
20578,1696436416,11390215,11487627
5112,1696436517,11291667,0
4263,1696436609,849160071,0
1457,1696437180,849175149,0
20377,1696437190,11579242,11482690
7079,1696437583,4028460,0
6624,1696437791,849028634,848965439
6442,1696438132,10251480,849122000
6322,1696438295,10251480,849122000
1319,1696438484,849170746,3694843
1357,1696439406,11379158,0
17043,1696439588,849101271,0
7280,1696440034,11367226,4953175
17815,1696440508,8744401,849002980
2842,1696440704,11549510,11458654
830,1696440952,849169375,849174070
16436,1696441114,2372905,849182189
8724,1696441514,1190535,0
5107,1696441560,7638746,0
809,1696441608,849170673,9719698
2849,1696442171,849164968,0
4790,1696442507,849015204,11348193
15102,1696442639,849182368,0
27147,1696442646,2954602,0
9940,1696442882,11226138,0
16888,1696442906,11449530,0
1640,1696442944,849174925,0
4953,1696443067,849174650,11486758
8907,1696443090,9986510,0
9318,1696443130,849167474,849180771
9887,1696443249,4088576,849180845
5094,1696443402,2628825,848987451
10116,1696443425,849177651,0
4279,1696444245,849169570,849174685
336,1696444306,2628825,0
10317,1696444390,849177651,0
11828,1696444520,10461278,0
1810,1696444651,849179068,4344153
6901,1696444694,849162884,9473500
